ID,title,role,identification,reviewer,value in Derge colophon,ambiguity,note,sources
D3868,stong pa nyid bdun cu pa'i rnam par bshad pa,translatorPandita,P8225,,kha che'i mkhan po pa ra hi ta,,,
D3868,stong pa nyid bdun cu pa'i rnam par bshad pa,translator,P4420,,lo tsA ba shAkya'i dge slong gzhon nu mchog,,,
D3868,stong pa nyid bdun cu pa'i rnam par bshad pa,translationplace,-,,thugs dam pa'i snying po tho ling,,,
D3869,rtog ge tho ba'i tshig le'ur byas pa zhes bya ba,author,P4CZ15242,,kha che'i paN+Di ta dza ya A nan da,,,
D3869,rtog ge tho ba'i tshig le'ur byas pa zhes bya ba,translator,P4CZ15243,,zhu chen gyi lo tsA ba khu mdo sde 'bar,,,
D3869,rtog ge tho ba'i tshig le'ur byas pa zhes bya ba,translatorPandita,P4CZ15242,,,,,
D3870,dbu ma la 'jug pa'i 'grel bshad ces bya ba,author,P4CZ15242,,kha che'i paN+Di ta chen po dza ya A nan da,,,
D3870,dbu ma la 'jug pa'i 'grel bshad ces bya ba,translatorPandita,P4CZ15242,,kha che'i mkhas pa chen po dza ya A nan+da,,,
D3870,dbu ma la 'jug pa'i 'grel bshad ces bya ba,translator,P1159,,bod kyi lo tsA ba ban+de kun dga' grags,,,
D3870,dbu ma la 'jug pa'i 'grel bshad ces bya ba,translationplace,-,,khyad par mkhar sku zhes bya'i gtsug lag khang chen,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,author,P6161,,slob dpon shan+ta de ba,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,translatorPandita,P00KG07267,,rgya gar gyi mkhan po sarba dz+nyA de ba,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,translator,P8182,,zhu chen gyi lo tsA ba ban+de dpal brtsegs,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,translator2Pandita,P8171,,rgya gar gyi mkhan po d+harma shrI b+ha dra,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,translator2,P753,,zhu chen gyi lo tsA ba ban+de rin chen bzang po,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,translator2,P8216,,shAkya blo gros,,,
D3871,byang chub sems dpa'i spyod pa la 'jug pa,revisor,P2551?,,,,,
D3872,byang chub kyi spyod pa la 'jug pa'i dka' 'grel,author,P7313,,dge slong mkhas pa shes rab 'byung gnas blo gros,,,
D3872,byang chub kyi spyod pa la 'jug pa'i dka' 'grel,translatorPandita,P8893,,mkhas pa chen po su ma ti kIrti,,,
D3872,byang chub kyi spyod pa la 'jug pa'i dka' 'grel,translator,P2614,,lo tsA ba dar ma grags,,,
D3874,byang chub sems dpa'i spyod pa la 'jug pa'i legs par sbyar ba,translatorPandita,P1KG3490,,rgya gar gyi mkhan po shrI ku mA ra,,,
D3874,byang chub sems dpa'i spyod pa la 'jug pa'i legs par sbyar ba,translator,P1242,,zhu chen gyi lo tsA ba dge ba'i blo gros,,,
D3874,byang chub sems dpa'i spyod pa la 'jug pa'i legs par sbyar ba,author,P1KG3495,,,,,
D3875,byang chub sems dpa'i spyod pa la 'jug pa'i rtogs par dka' ba'i gnas gtan la dbab pa zhes bya ba'i gzhung,author,P2956,,slob dpon mkhas pa chen po kr-iSh+Na pa,,,
D3875,byang chub sems dpa'i spyod pa la 'jug pa'i rtogs par dka' ba'i gnas gtan la dbab pa zhes bya ba'i gzhung,translatorPandita,P2956,,rgya gar gyi mkhan po kr-iSh+Na pa,,,
D3875,byang chub sems dpa'i spyod pa la 'jug pa'i rtogs par dka' ba'i gnas gtan la dbab pa zhes bya ba'i gzhung,translator,P3890,,lo tsA ba dge slong chos kyi shes rab,,,
D3875a,byang chub sems dpa'i spyod pa la 'jug pa'i dka' 'grel,author,P2CZ7929,,mkhas pa chen po dge slong bai ro tsa na rak+Shi ta,,,
D3876,shes rab le'u'i dka' 'grel bzhugs,translatorPandita,P4CZ16749,,paN+Di ta mi mnyam khol po,,,
D3876,shes rab le'u'i dka' 'grel bzhugs,translator,P2551,,lo tsA ba dge slong blo ldan shes rab,,,
D3876,shes rab le'u'i dka' 'grel bzhugs,author,P2CZ7929,,,,,
D3878,byang chub sems dpa'i spyod pa la 'jug pa'i don sum cu rtsa drug bsdus pa,author,P0AT0295,,gser gling gi bla ma chos skyong,,,
D3878,byang chub sems dpa'i spyod pa la 'jug pa'i don sum cu rtsa drug bsdus pa,translatorPandita,P3379,,paN+Di ta dI paM ka ra,,,
D3878,byang chub sems dpa'i spyod pa la 'jug pa'i don sum cu rtsa drug bsdus pa,translator,P3456,,lo tsA ba tshul khrims rgyal ba,,,
D3879,byang chub sems dpa'i spyod pa la 'jug pa'i don bsdus pa,author,P0AT0295,,gser gling gi bla ma chos skyong,,,
D3879,byang chub sems dpa'i spyod pa la 'jug pa'i don bsdus pa,translatorPandita,P3379,,rgya gar gyi mkhan po dI paM ka ra,,,
D3879,byang chub sems dpa'i spyod pa la 'jug pa'i don bsdus pa,translator,P3456,,bod kyi lo tsA ba tshul khrims rgyal ba,,,
D3880,byang chub kyi spyod pa la 'jug pa'i dgongs pa'i 'grel pa khyad par gsal byed ces bya ba,author,P00EGS1017688,,slob dpon 'phags pa dpal zhi ba'i lha,,,
D3880,byang chub kyi spyod pa la 'jug pa'i dgongs pa'i 'grel pa khyad par gsal byed ces bya ba,translator,P00EGS1017688,,,,,
D3881,bden pa gnyis rnam par 'byed pa'i tshig le'ur byas pa,author,P8175,,slob dpon ye shes snying po,,,
D3881,bden pa gnyis rnam par 'byed pa'i tshig le'ur byas pa,translatorPandita,P1KG8854,,rgya gar gyi mkhan po shI len+d+ra bo d+hi,,,
D3881,bden pa gnyis rnam par 'byed pa'i tshig le'ur byas pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3882,bden pa gnyis rnam par 'byed pa'i 'grel pa,author,P8175,,slob dpon ye shes snying po,,,
D3882,bden pa gnyis rnam par 'byed pa'i 'grel pa,translatorPandita,P1KG8854,,paN+Di ta shI len dra bo d+hi,,,
D3882,bden pa gnyis rnam par 'byed pa'i 'grel pa,translator,P8205,,ban+de ye shes sde,,,
D3883,bden pa gnyis rnam par 'byed pa'i dka' 'grel,author,P5659,,slob dpon zhi ba 'tsho,,,
D3883,bden pa gnyis rnam par 'byed pa'i dka' 'grel,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pra dz+nyA warma,,,
D3883,bden pa gnyis rnam par 'byed pa'i dka' 'grel,translatorPandita,P8175,,dz+nyA na gar+b+ha,,,
D3883,bden pa gnyis rnam par 'byed pa'i dka' 'grel,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3884,dbu ma rgyan gyi tshig le'ur byas pa,author,P5659,,slob dpon zhi ba 'tsho,,,
D3884,dbu ma rgyan gyi tshig le'ur byas pa,translatorPandita,P8228,,rgya gar gyi mkhan po su ren dra bo d+hi,,,
D3884,dbu ma rgyan gyi tshig le'ur byas pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3885,dbu ma'i rgyan gyi 'grel pa,author,P5659,,slob dpon zhi ba 'tsho,,,
D3885,dbu ma'i rgyan gyi 'grel pa,translatorPandita,P1KG8854,,rgya gar gyi mkhan po shI len+d+ra bo d+hi,,,
D3885,dbu ma'i rgyan gyi 'grel pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3886,dbu ma'i rgyan gyi dka' 'grel,author,P7641,,slob dpon ka ma la shI la,,,
D3886,dbu ma'i rgyan gyi dka' 'grel,translatorPandita,P8228,,rgya gar gyi mkhan po su ren dra bo ng+hi,,,
D3886,dbu ma'i rgyan gyi dka' 'grel,translatorPandita,P4CZ15493,,pra dz+nyA warma,,,
D3886,dbu ma'i rgyan gyi dka' 'grel,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3887,dbu ma snang ba zhes bya ba,author,P7641,,slob dpon ka ma la shI la,,,
D3887,dbu ma snang ba zhes bya ba,translatorPandita,P1KG8854,,mkhan po shI len dra bo d+hi,,,
D3887,dbu ma snang ba zhes bya ba,translator,P8182,,lo tsA ba dpal brtsegs,,,
D3888,de kho na nyid snang ba zhes bya ba'i rab tu byed pa,author,P7641,,slob dpon ka ma la shI la,,,
D3888,de kho na nyid snang ba zhes bya ba'i rab tu byed pa,translatorPandita,P1KG8854,,,,,
D3888,de kho na nyid snang ba zhes bya ba'i rab tu byed pa,translator,P8182,,,,,
D3889,chos thams cad rang bzhin med par grub pa,author,P7641,,slob dpon ka ma la shI la,,,
D3889,chos thams cad rang bzhin med par grub pa,translatorPandita,P1KG8854,,rgya gar gyi mkhan po shI len+d+ra bo d+hi,,,
D3889,chos thams cad rang bzhin med par grub pa,translator,P8182,,zhu chen gyi lo tsA ba dge slong dpal brtsegs rak+Shi ta,,,
D3890,sku gsum la 'jug pa'i sgo zhes bya ba'i bstan bcos,author,P4CZ16751,,slob dpon klu'i bshes gnyen,,,
D3890,sku gsum la 'jug pa'i sgo zhes bya ba'i bstan bcos,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3890,sku gsum la 'jug pa'i sgo zhes bya ba'i bstan bcos,translator,P8205,,zhu chen gyi lo tsA ba ban de ye shes sde,,,
D3891,sku gsum 'grel pa,author,P4CZ16753,,slob dpon ye shes zla ba,,,
D3891,sku gsum 'grel pa,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3891,sku gsum 'grel pa,translator,P8205,,zhu chen gyi lo tsA ba ban de ye shes sde,,,
D3892,de kho na la 'jug pa'i 'grel pa,author,P4CZ10546,,slob dpon dpal sbas,,,
D3893,dbu ma'i lugs kyi snying po mdor bsdus pa'i rab tu byed pa,author,P8211,,slob dpon bid+yA ka ra pra b+ha,,,
D3893,dbu ma'i lugs kyi snying po mdor bsdus pa'i rab tu byed pa,translatorPandita,P8211,,rgya gar gyi mkhan po bid+yA ka ra pra b+ha ba,,,
D3893,dbu ma'i lugs kyi snying po mdor bsdus pa'i rab tu byed pa,translator,P8182,,zhu chen gyi lo tsA ba ban de dpal brtsegs rak+Shi ta,,,
D3894,rnam pa med pa'i tshig le'ur byas pa,author,P0AT0301,,bal yul gyi paN+Di ta dga' ba'i dpal,,,
D3895,snang ba'i phreng ba zhes bya ba'i rab tu byed pa,author,P7752,,slob dpon kam+pa la,,,
D3895,snang ba'i phreng ba zhes bya ba'i rab tu byed pa,translatorPandita,P4CZ15137,,rgya gar gyi mkhan po ku mA ra ka la sha,,,
D3895,snang ba'i phreng ba zhes bya ba'i rab tu byed pa,translator,P2554,,lo tsA ba dge slong shAkya 'od,,,
D3896,snang ba'i phreng ba'i 'grel pa yid dga' ba bskyed pa zhes bya ba,author,P4CZ16755,,dge bsnyen btsun pa ngo bo nyid med pa,,,
D3896,snang ba'i phreng ba'i 'grel pa yid dga' ba bskyed pa zhes bya ba,translatorPandita,P4CZ15137,,rgya gar gyi mkhan po ku mA ra ka la sha,,,
D3896,snang ba'i phreng ba'i 'grel pa yid dga' ba bskyed pa zhes bya ba,translator,P2554,,dge slong shAkya 'od,,,
D3897,dus byas dang 'dus ma byas rnam par nges pa zhes bya ba,author,P4CZ73591,,shAkya'i dge slong paN+Di ta gnas brtan chen po stobs bcu dpal bshes gnyen,,,
D3898,lta ba tha dad pa rnam par phye ba mdor bsdus pa,author,P4CZ16756,,slob dpon dbu ma'i seng ge,,,
D3898,lta ba tha dad pa rnam par phye ba mdor bsdus pa,translatorPandita,?,to check,rgya gar gyi mkhan po ta ro shrI mi tra,,,
D3898,lta ba tha dad pa rnam par phye ba mdor bsdus pa,translator,P3890,,lo tsA ba dge slong chos kyi shes rab,,,
D3899,bde bar gshegs pa gzhung rnam par 'byed pa'i tshig le'ur byas pa,author,P4CZ10568,,mkhas pa chen po dze tA ri,,,
D3899,bde bar gshegs pa gzhung rnam par 'byed pa'i tshig le'ur byas pa,translatorPandita,P4CZ15179,,paN+Di ta shAn ti b+ha dra,,,
D3899,bde bar gshegs pa gzhung rnam par 'byed pa'i tshig le'ur byas pa,translator,P2554,,dge slong shAkya 'od,,,
D3900,bde bar gshegs pa'i gzhung rnam par 'byed pa'i bshad pa,author,P4CZ10568,,slob dpon dgra las rgyal ba,,,
D3900,bde bar gshegs pa'i gzhung rnam par 'byed pa'i bshad pa,translatorPandita,P4CZ15450,,rgya gar gyi mkhas pa chen po ka na ka shrI mi tra,,,
D3900,bde bar gshegs pa'i gzhung rnam par 'byed pa'i bshad pa,translator,P1245,,bod kyi lo tsA ba ban de shes rab grags,,,
D3901,rin po che'i phreng ba zhes bya ba,author,P4CZ16758,,paN+Di ta chen po tsan+d+ra ra hi la,,,
D3901,rin po che'i phreng ba zhes bya ba,translatorPandita,P4CZ16758,,paN+Di ta chen po tsan+d+ra ra hi la,,,
D3901,rin po che'i phreng ba zhes bya ba,translator,P4CZ10524,,lo tsA ba cog ro ting 'dzin bzang po,,,
D3902,bden pa gnyis la 'jug pa,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3902,bden pa gnyis la 'jug pa,translatorPandita,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3902,bden pa gnyis la 'jug pa,translator,P4104,,lo tsA ba rgya brtson seng ge,,,
D3903,thub pa'i dgongs pa'i rgyan,author,P4004,,slob dpon mkhas pa chen po 'jigs med 'byung gnas sbas pas,,,
D3903,thub pa'i dgongs pa'i rgyan,translator,P10711,,shAkya'i dge slong dpang zho gsal ba grags,,,
D3903,thub pa'i dgongs pa'i rgyan,translator2,P2085,,zhu chen gyi lo tsA ba dpang dge slong dpal ldan blo gros brtan pa,,,
D3905,theg pa chen po'i mtshan nyid kun las bsdus pa zhes bya ba,author,P4CZ15358,,slob dpon sangs rgyas ye shes,,,
D3905,theg pa chen po'i mtshan nyid kun las bsdus pa zhes bya ba,translatorPandita,P0AT0078,,rgya gar gyi mkhan po paN+Di ta kar+No pa ti,,,
D3905,theg pa chen po'i mtshan nyid kun las bsdus pa zhes bya ba,translator,P8275,to check,bod kyi lo tsA ba shAkya'i dge slong pradz+nyA si hi,,,
D3905,theg pa chen po'i mtshan nyid kun las bsdus pa zhes bya ba,translationplace,-,,dpal nA len+d+ra'i gtsug lag khang chen po,,,
D3906,sems brtag pa,author,P4CZ16759,,slob dpon tshul khrims 'phags pa,,,
D3906,sems brtag pa,translatorPandita,P8187,,paN+Di ta ka na ka,,,
D3906,sems brtag pa,translator,P4CZ10557,,lo tsA ba chos 'bar,,,
D3907,theg pa thams cad snang bar byed pa'i bye brag tu bshad pa zhes bya ba,author,P4CZ16760,,bram ze'i btsun pa rab 'byor dbyangs,,,
D3907,theg pa thams cad snang bar byed pa'i bye brag tu bshad pa zhes bya ba,translatorPandita,P4CZ16760,,rgya gar gyi paN+Di ta rab 'byor dbyangs,,,
D3907,theg pa thams cad snang bar byed pa'i bye brag tu bshad pa zhes bya ba,translator,P4CZ10524,,bod kyi lo tsA ba dge slong ting nge 'dzin bzang po,,,
D3908,bsgom pa'i rim pa,author,P4954,,phags pa klu sgrub,,,
D3908,bsgom pa'i rim pa,translatorPandita,P0AT0079,,rgya gar gyi mkhan po paN+Di ta lo ta,,,
D3908,bsgom pa'i rim pa,translator,P2554,,dge slong shAkya 'od,,,
D3909,rnal 'byor bsgom pa'i lam,author,P8175,,sde snod gsum la mkhas pa slob dpon ye shes snying po,,,
D3910,mi rtog pa'i bsgom don bzhugs,author,P5011,,slob dpon chen po bi ma la mi tra,,,
D3910,mi rtog pa'i bsgom don bzhugs,translatorPandita,P8266,,rgya gar gyi mkhan po d+harma tA shI la,This is what the colophon reads but could be a mistake for e.g. Dānaśīla,,
D3910,mi rtog pa'i bsgom don bzhugs,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3911,kun rdzob byang chub kyi sems bsgom pa'i man ngag yi ger bris pa,author,P7588,,slob dpon mkhas pa chen po rta dbyangs,,,
D3911,kun rdzob byang chub kyi sems bsgom pa'i man ngag yi ger bris pa,translatorPandita,P8194,,rgya gar gyi mkhan po pad+ma ka ra war ma,,,
D3911,kun rdzob byang chub kyi sems bsgom pa'i man ngag yi ger bris pa,translator,P753,,zhu chen gyi lo tsA ba dge slong rin chen bzang po,,,
D3912,don dam pa byang chub kyi sems bsgom pa'i rim pa yi ger bris pa,author,P7588,,slob dpon chen po rta dbyangs,,,
D3912,don dam pa byang chub kyi sems bsgom pa'i rim pa yi ger bris pa,translatorPandita,P8194,,rgya gar gyi mkhan po pad+ma ka ra war ma,,,
D3912,don dam pa byang chub kyi sems bsgom pa'i rim pa yi ger bris pa,translator,P753,,zhu chen gyi lo tsA ba dge slong rin chen bzang po,,,
D3913,byang chub kyi sems bsgom pa,author,P7641,,slob dpon ka ma la shI la,,,
D3913,byang chub kyi sems bsgom pa,translator,P856,,zha lu lo tsA ba dge slong d+har+m+ma pA la b+ha dra,,,
D3913,byang chub kyi sems bsgom pa,translationplace,-,,grwa thang,,,
D3914,tshad med bzhi'i rgya cher 'grel pa bzhugs,author,P7868,,slob dpon bud+d+ha gup+ta,,,
D3915,bsgom pa'i rim pa,author,P7641,,ka ma la shI la,,,
D3915,bsgom pa'i rim pa,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3915,bsgom pa'i rim pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3916,bsgom pa'i rim pa,author,P7641,,A tsAr+ya ka ma la shI la,,,
D3916,bsgom pa'i rim pa,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3916,bsgom pa'i rim pa,translator,P8205,,lo tsA ba ban+de ye shes sde,,,
D3917,bsgom pa'i rim pa,author,P7641,,slob dpon A tsaR+ya ka ma la shI la,,,
D3917,bsgom pa'i rim pa,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3917,bsgom pa'i rim pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3918,rnal 'byor bsgom pa la 'jug pa,author,P7641,,slob dpon chen po ka ma la shI la,,,
D3918,rnal 'byor bsgom pa la 'jug pa,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po chen po pradz+nya warma,,,
D3918,rnal 'byor bsgom pa la 'jug pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3919,phags pa shes rab kyi pha rol tu phyin pa'i man ngag ces bya ba,author,P7752,,dpal ka ma pa la,,,
D3920,lus yongs su dpyad pa'i bsgom pa'i rim pa,author,P3299,,slob dpon nag po zhabs,,,
D3920,lus yongs su dpyad pa'i bsgom pa'i rim pa,translatorPandita,P3299,,slob dpon nag po zhabs,,,
D3920,lus yongs su dpyad pa'i bsgom pa'i rim pa,translator,P3890,,lo tsA ba dge slong chos kyi shes rab,,,
D3921,mi sdug pa bsgom pa'i rim pa bzhugs,author,P4CZ15174,,slob dpon dge ba'i go cha,,,
D3922,pha rol tu phyin pa'i theg pa'i bsgom pa'i rim pa'i man ngag bzhugs,author,P0ER0006,,slob dpon chen po dpal ye shes grags pa,,,
D3922,pha rol tu phyin pa'i theg pa'i bsgom pa'i rim pa'i man ngag bzhugs,translatorPandita,P8194,,rgya gar gyi mkhan po pad+ma kA ra warma,,,
D3922,pha rol tu phyin pa'i theg pa'i bsgom pa'i rim pa'i man ngag bzhugs,translator,P753,,zhu chen gyi lo tsA ba dge slong rin chen bzang po,,,
D3923,sangs rgyas rjes su dran pa bla na med pa bsgom pa zhes bya ba,author,P3216,,dkyil 'khor chen po'i slob dpon ma hA ma ti,,,
D3923,sangs rgyas rjes su dran pa bla na med pa bsgom pa zhes bya ba,translatorPandita,P4CZ15284,,A tsAr+ya bi na ya tsan+d+ra,,,
D3923,sangs rgyas rjes su dran pa bla na med pa bsgom pa zhes bya ba,translator,P3890,,lo tsA ba dge slong chos kyi shes rab,,,
D3924,ting nge 'dzin gyi tshogs kyi le'u zhes bya ba,author,P3820,,slob dpon byang chub bzang po,,,
D3924,ting nge 'dzin gyi tshogs kyi le'u zhes bya ba,translator,P3890,,bod kyi lo tsA ba dge slong chos kyi shes rab,,,
D3924,ting nge 'dzin gyi tshogs kyi le'u zhes bya ba,translatorPandita,P4CZ15511,,rgya gar gyi mkhan po bir+ya tsan+d+ra,,,
D3925,ting nge 'dzin gyi tshogs kyi le'u zhes bya ba,author,P3299,,slob dpon nag po zhabs,,,
D3925,ting nge 'dzin gyi tshogs kyi le'u zhes bya ba,translatorPandita,P3299,,rgya gar gyi mkhan po kr-iSh+Na pa,,,
D3925,ting nge 'dzin gyi tshogs kyi le'u zhes bya ba,translator,P3890,,zhu chen gyi lo tsA ba dge slong chos kyi shes rab,,,
D3926,bsam gtan gyi chos drug rnam par gzhag pa,author,P0AT0068,,slob dpon chen po a ba d+hU tI pa,,,
D3927,bsam gtan gyi chos drug rnam par gzhag pa'i 'grel pa,author,P8210,,slob dpon dA na shI la,,,
D3927,bsam gtan gyi chos drug rnam par gzhag pa'i 'grel pa,translatorPandita,P7257,,rgya gar gyi mkhan po d+har+m+ma shrI b+ha dra,,,
D3927,bsam gtan gyi chos drug rnam par gzhag pa'i 'grel pa,translator,P753,,zhu chen gyi lo tsA ba dge slong rin chen bzang po,,,
D3928,dran pa gcig pa'i man ngag,author,P3379,,paN+Di ta dI paM ka ra shrI dz+nyA na,,,
D3928,dran pa gcig pa'i man ngag,translatorPandita,P3379,,paN+Di ta dI paM ka ra shrI dz+nyA na,,,
D3928,dran pa gcig pa'i man ngag,translator,P3456,,lo tsA ba tshul khrims rgyal ba,,,
D3929,dbu ma'i man ngag ces bya ba,author,P3379,,paN+Di ta dI paM ka ra,,,
D3929,dbu ma'i man ngag ces bya ba,translator,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D3929,dbu ma'i man ngag ces bya ba,translationplace,-,,lha sa 'phrul snang,,,
D3929,dbu ma'i man ngag ces bya ba,translatorPandita,P3379,,,,,
D3930,dbu ma'i man ngag rin po che'i za ma tog kha phye ba zhes bya ba,author,P3379,,ma hA paN+Di ta dpal mar me mdzad ye shes,,,
D3930,dbu ma'i man ngag rin po che'i za ma tog kha phye ba zhes bya ba,translatorPandita,P3379,,rgya gar gyi mkhan po dI paM ka ra shrI dz+nyA na,,,
D3930,dbu ma'i man ngag rin po che'i za ma tog kha phye ba zhes bya ba,translator,P4104,,lo tsA ba dge bsnyen chen po rgya brtson 'grus seng ge,,,
D3930,dbu ma'i man ngag rin po che'i za ma tog kha phye ba zhes bya ba,translator,P3456,,dge slong tshul khrims rgyal ba,,,
D3931,dbu ma'i man ngag ces bya ba'i 'grel pa,author,P4CZ16763,,paN+Di ta shes rab thar pa,,,
D3931,dbu ma'i man ngag ces bya ba'i 'grel pa,translatorPandita,P4CZ16763,,rgya gar gyi mkhan po shes rab thar pa,,,
D3931,dbu ma'i man ngag ces bya ba'i 'grel pa,translator,P3456,,dge slong tshul khrims rgyal ba,,,
D3932,ting nge 'dzin gyi mi mthun pa'i phyogs rnam par gzhag pa bzhugs,translatorPandita,P0AT0080,,rgya'i mkhan po ha shang zab mo,,,
D3932,ting nge 'dzin gyi mi mthun pa'i phyogs rnam par gzhag pa bzhugs,translator,P0AT1007,,zhu chen gyi lo tsA ba ban+de rnam par mi rtog pa,,??,
D3934,mdo kun las btus pa,author,P4954,,A tsAr+ya Ar+yanA gArdzu na,,,
D3934,mdo kun las btus pa,translatorPandita,P8209,,rgya gar gyi mkhan po dzi na mi tra,,,
D3934,mdo kun las btus pa,translatorPandita,P1KG8854,,shI len+d+ra bo d+hi,,,
D3934,mdo kun las btus pa,translator,P8205,,zhu chen gyi lo tsA ba ban de ye shes sde,,,
D3935,mdo kun las btus pa'i bshad pa rin po che snang ba'i rgyan ces bya ba,author,P00EGS1016642,,slob dpon rin chen 'byung gnas zhi ba,,,
D3935,mdo kun las btus pa'i bshad pa rin po che snang ba'i rgyan ces bya ba,translatorPandita,P2956,,rgya gar gyi mkhan po paN+Di ta nag po,,,
D3935,mdo kun las btus pa'i bshad pa rin po che snang ba'i rgyan ces bya ba,translator,P3456,,bod kyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3936,byang chub sems dpa'i spyod pa bsdus pa'i sgron ma rin po che'i phreng ba zhes bya ba,author,P4CZ16760,,slob dpon mkhas pa chen po chos ldan rab 'byor dbyangs,,,
D3936,byang chub sems dpa'i spyod pa bsdus pa'i sgron ma rin po che'i phreng ba zhes bya ba,translatorPandita,P4CZ15258,,rgya gar gyi mkhan po pradz+nyA ka ra warma,,,
D3936,byang chub sems dpa'i spyod pa bsdus pa'i sgron ma rin po che'i phreng ba zhes bya ba,translator,P753,,zhu chen gyi lo tsA ba dge slong rin chen bzang po,,,
D3937,mdo kun las btus pa'i don bsdus pa,author,P3379,,slob dpon dI paM ka ra shrI dz+nyA na,,,
D3937,mdo kun las btus pa'i don bsdus pa,translator,P4104,,rgya brtson seng ge,,,
D3937,mdo kun las btus pa'i don bsdus pa,translatorPandita,P3379,,,,,
D3938,rim gyis 'jug pa'i sgom don bzhugs,author,P5011,,slob dpon bi ma la mi tra,,,
D3938,rim gyis 'jug pa'i sgom don bzhugs,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3938,rim gyis 'jug pa'i sgom don bzhugs,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3939,bslab pa kun las btus pa'i tshig le'ur byas pa,author,P6161,,mkhan po zhi ba lha,,,
D3939,bslab pa kun las btus pa'i tshig le'ur byas pa,translatorPandita,P8209,,,,,
D3939,bslab pa kun las btus pa'i tshig le'ur byas pa,translatorPandita,P8210,,,,,
D3939,bslab pa kun las btus pa'i tshig le'ur byas pa,translator,P8205,,,,,
D3940,bslab pa kun las btus pa,author,P6161,,slob dpon zhi ba'i lha,,,
D3940,bslab pa kun las btus pa,translatorPandita,P8209,,rgya gar gyi mkhan po dzi na mi tra,,,
D3940,bslab pa kun las btus pa,translatorPandita,P8210,,dA na shI la,,,
D3940,bslab pa kun las btus pa,translator,P8205,,zhu chen gyi lo tsA ba ban de ye shes sde,,,
D3940,bslab pa kun las btus pa,revisorPandita,P2551,,lo tsA ba dge slong blo ldan shes rab,,,
D3940,bslab pa kun las btus pa,revisor,P4CZ15246,,kha che'i paN+Di ta ti la ka ka la sha,,,
D3941,de bzhin gshegs pa'i snying po yi ge brgya pa'i bsrung ba dang sdig pa bshags pa'i cho ga,author,P6161,,slob dpon zhi ba'i lha,,,
D3942,bslab pa kun las btus pa'i mngon par rtogs pa zhes bya ba,author,P0AT0295,,gser gling rgyal po dpal ldan chos skyong,,,
D3942,bslab pa kun las btus pa'i mngon par rtogs pa zhes bya ba,translatorPandita,P3379,,dpal mar me mdzad ye shes,,,
D3942,bslab pa kun las btus pa'i mngon par rtogs pa zhes bya ba,translator,P3456,,dge slong tshul khrims rgyal ba,,,
D3943,bslab pa me tog snye ma zhes bya ba,author,P2CZ7929,,bi kra ma la shI la'i paN+Di ta chen po bai ro tsa na rak+Shi ta,,,
D3943,bslab pa me tog snye ma zhes bya ba,translatorPandita,P8893,,rgya gar gyi mkhan po su ma ti kIrti,,,
D3943,bslab pa me tog snye ma zhes bya ba,translator,P4402,,bod kyi lo tsA ba dge slong zha ma seng rgyal,,,
D3943,bslab pa me tog snye ma zhes bya ba,translator,P1581,,glog skya gzhon nu 'bar,,,
D3943,bslab pa me tog snye ma zhes bya ba,revisor,P3814,,bod kyi lo tsA ba ban de mar pa chos kyi dbang phyug,,,
D3944,pha rol tu phyin pa bsdus pa zhes bya ba,author,P7588,,Ar+ya shU ra,,,
